A|ア
Tolidine|トリジン
Tolima|トリーマ
Tolstoi|トルストイ
Toltecs|トルテカ
Tolterodine|トルテロジン
Toluene|トルエン
Tolui|トゥルイ
Toluidine|トルイジン
Tolylene|トリレン
Tomahawk|トマホーク
Tomaso|トマーソ
Tomaso|トマソ
Tomasson|トマソン
Tomatine|トマチン
Tomato|トマト
Tomb|トゥーム
Tombolo|トンボロ
Tombstone|トゥームストーン
Tomcat|トムキャット
Tomica|トミカ
Tomkins|トムキンズ
Tomlin|トムリン
Tommaso|トンマーゾ
Tomo|トモ
Tomography|トモグラフィ
Tomography|トモグラフィー
Tomorrow|トゥモロー
Tompkins|トンプキンズ
Tomsk|トムスク
Ton|トン
Tonadillas|トナディーリャス
Tonal|トーナル
Tondo|トンド
Tone|トーン
Tone|トーンズ
Toneburst|トーンバースト
Toner|トーナー
Toner|トナー
Tonga|トンガ
Tongi|トンギ
Tongs|トング
Tongue|タン
Tonguing|タンギング
Tonic|トニック
Tonight|トゥナイト
Tonika|トニカ
Toning|トーニング
Toninho|トニーニョ
Tonino|トニーノ
Tonk|トンク
Tonka|トンカ
Tonkinese|トンキニーズ
Tonkov|トンコフ
Tonks|トンクス
Tonus|トーヌス
Tool|ツール
Tooley|トゥーリー
Toorop|トーロプ
Tooth|トゥース
Toowoomba|トゥーンバ
Top|トップ
Top|トップス
Topanga|トパンガ
Topaz|トッパーズ
Topaz|トパーズ
Topcoat|トップコート
Topia|トピア
Topiary|トピアリー
Topic|トピック
Topic|トピックス
Topica|トピカ
Topical|トピカル
Topkapi|トプカピ
Topkapi|トプカプ
Topless|トップレス
Topminnow|タップミノー
Topography|トポグラフィ
Topography|トポグラフィー
Topoisomerase|トポイソメラーゼ
Topologic|トポロジック
Topological|トポロジカル
Topology|トポロギー
Topology|トポロジ
Topology|トポロジー
Topos|トポス
Topper|トッパー
Topping|トッピング
Toppo|トッポ
Topsail|トップスル
Topsail|トプスル
Topspin|トップスピン
Tor|トーア
Tor|トア
Torah|トーラー
Toraja|トラジャ
Torch|トーチ
Torcuato|トルクアト
Tordesillas|トルデシリャス
Toreador|トレアドール
Toremifene|トレミフェン
Torenia|トレニア
Torino|トリーノ
Torino|トリノ
Tornado|トーネード
Tornado|トルネード
Tornado|トルネードーズ
Torocadero|トロカデロ
Toroidal|トロイダル
Toronto|トロント
Torque|トルク
Torr|トル
Torrance|トランス
Torrens|トレンズ
Torrent|トリエント
Torrent|トレント
Torrenza|トレンザ
Torsade|トルサード
Torshi|トルシー
Torsion|トーション
Torso|トルソ
Torso|トルソー
Torte|トルテ
Torti|トルティ
Tortilla|トルティージャ
Tortilla|トルティーヤ
Tortuga|トルトゥーガ
Torus|トーラス
Torvalds|トーバルズ
Torvill|トービル
Tory|トーリー
Tosca|トスカ
Toscana|トスカーナ
Toscana|トスカナ
Toscanini|トスカニーニ
Toss|トス
Tosyl|トシル
Total|トータル
Total|トタル
Totem|トーテム
Totemism|トーテミズム
Totoaba|トトアバ
Totocalcio|トトカルチョ
Totonacs|トトナカ
Totora|トトラ
Tottenham|トッテナム
Tottenham|トテナム
Touch|タッチ
Touchdown|タッチダウン
Touching|タッチング
Tough|タフ
Toughness|タフネス
Toulon|トゥーロン
Toulonnaise|トルネーズ
Toulouse|ツールーズ
Toulouse|トゥルーズ
Tour|ツアー
Tour|ツアーズ
Touraine|トゥーレーヌ
Touraine|トゥレーヌ
Tourbillon|トゥールビヨン
Toure|トゥーレ
Tourer|ツアラー
Touring|ツーリング
Tourism|ツーリズム
Tourist|ツーリスト
Tourmaline|トルマリン
Tournament|トーナメント
Tournedos|トゥールヌド
Tournier|トゥルニエ
Tournoi|トゥルノワ
Toute|チュット
Towel|タオル
Tower|タワー
Tower|タワーズ
Towering|タワーリング
Towing|トーイング
Town|タウン
Town|タウンズ
Township|タウンシップ
Townsville|タウンズビル
Toxaphene|トキサフェン
Toxic|トキシック
Toxin|トキシン
Toxoid|トキソイド
Toxoplasma|トキソプラズマ
Toy|トーイ
Toy|トイ
Toy|トイズ
Toynbee|トインビー
Trabino|トレビノ
Trace|トレース
Tracer|トレーサ
Tracer|トレーサー
Tracery|トレーサリー
Trachoma|トラコーマ
Trachoma|トラホーム
Tracing|トレーシング
Track|トラック
Tracking|トラッキン
Tracking|トラッキング
Tract|トラクト
Traction|トラクション
Tractor|トラクタ
Tractor|トラクター
Tracy|トラシー
Trad|トラッド
Trade|トレーズ
Trade|トレード
Trademark|トレードマーク
Trader|トレーダー
Tradescantia|トラデスカンティア
Trading|トレーディング
Tradition|トラディション
Traditional|トラディショナル
Traditional|トラディショネル
Traditional|トラディツィオナーレ
Trafalgar|トラファルガー
Trafalgar|トラファルガル
Traffic|トラヒック
Traffic|トラフィック
Trafford|トラッフォード
Tragedy|トラジェディー
Tragedy|トラジディー
Tragic|トラジック
Trail|トレール
Trailer|トレーラ
Trailer|トレーラー
Trailing|トレーリング
Train|トレ
Train|トレーン
Train|トレイン
Traineds|トレインズ
Trainer|トレーナー
Training|トレーニング
Trajectory|トラジェクトリー
Trajkovski|トライコフスキ
Tram|トラム
Tramadol|トラマドール
Traminer|トラミネル
Tramper|トランパー
Trampoline|トランポリン
Trance|トランス
Trango|トランゴ
Tranquilizer|トランキライザー
Trans|トランス
Transaction|トランザクション
Transaminase|トランスアミナーゼ
Transceiver|トランシーバー
Transcription|トランスクリプション
Transcytosis|トランスサイトーシス
Transducer|トランスデューサ
Transer|トランサー
Transfectant|トランスフェクタント
Transfection|トランスフェクション
Transfer|トランスファー
Transferase|トランスフェラーゼ
Transform|トランスフォーム
Transformation|トランスフォーメーション
Transgenic|トランスジェニック
Transient|トランジェント
Transistor|トランジスタ
Transistor|トランジスター
Transit|トランシット
Transit|トランジット
Transition|トランジション
Transition|トランジッション
Translation|トランスレーション
Transmission|トランスミッション
Transmitter|トランスミッタ
Transmitter|トランスミッター
Transparency|トランスペアレンシー
Transponder|トラポン
Transponder|トランスポンダ
Transponder|トランスポンダー
Transportation|トランスポーテーション
Transporter|トランポ
Transposon|トランスポゾン
Transvestite|トランスベスタイト
Transylvania|トランシルバニア
Tranz|トランズ
Trap|タラップ
Trap|トラップ
Trap|トラップス
Trapeze|トラペーズ
Trappeur|タポア
Trapping|トラッピング
Trappist|トラピスト
Trash|トラッシュ
Trask|トラスク
Trastuzumab|トラスツズマブ
Trattoria|トラットリア
Trauma|トラウマ
Traumen|トロイメン
Travail|トラバーユ
Travel|トラベル
Travel|トラベルズ
Traveler|トラベラー
Traveler|トラベラーズ
Traveling|トラベリング
Traverse|トラバース
Travertine|トラバーチン
Traviata|トラビアータ
Travoprost|トラボプロスト
Trawl|トロール
Tray|トレー
Trazodone|トラゾドン
Tread|トレッド
Treadmill|トレッドミル
Treasure|トレジャー
Treatment|トリートメント
Treaty|トリーティ
Treaty|トリーティー
Treblinka|トレブリンカ
Tree|チュリー
Tree|ツリー
Tree|トゥリー
Tree|トゥリーズ
Treebank|ツリーバンク
Trehalose|トレハロース
Treitschke|トライチュケ
Trek|トレック
Trekker|トレッカー
Trekking|トレッキング
Trelawney|トレローニー
Trellis|トレリス
Trema|トレマ
Tremble|トレンブル
Tremoille|トレムイユ
Tremoille|トレモイユ
Tremolo|トレモロ
Trench|トレンチ
Trencher|トレンチャー
Trends|トレンズ
Trend|トレンド
Trendelenburg|トレンデレンブルク
Trendelenburg|トレンデレンブルグ
Trendy|トレンディ
Trendy|トレンディー
Treo|トレオ
Trepak|トレパーク
Treponema|トレポネーマ
Trequartista|トレクアルティスタ
Tres|トゥレス
Tres|トレス
Tretinoin|トレチノイン
Tretorn|トレトン
Trevelyan|トレベリアン
Treviso|トレビス
Treviso|トレビゾ
Trezeguet|トレゼゲ
Tri|トリ
Triac|トライアック
Triad|トライアッド
Triade|トリアーデ
Trial|トライアル
Triamcinolone|トリアムシノロン
Triamide|トリアミド
Triana|トリアナ
Triangle|トライアングル
Triangular|トライアンギュラー
Triangular|トライアングラー
Triangulation|トライアンギュレーション
Triathlete|トライアスリート
Triathlon|トライアスロン
Triazine|トリアジン
Triazolam|トリアゾラム
Triazole|トリアゾール
Triazolin|トリアゾリン
Tribble|トリブル
Tribeca|トライベッカ
Tribology|トライボロジー
Tribune|トリビューン
Tricarbonyl|トリカルボニル
Tricastin|トリカスタン
Triceratops|トリケラトプス
Trichloroethane|トリクロロエタン
Trichloroethylene|トリクレン
Trichloroethylene|トリクロロエチレン
Trichlorophenoxy|トリクロロフェノキシ
Trichoderma|トリコデルマ
Trichomonas|トリコモナス
Trichophyton|トリコフィトン
Tricia|トリシア
Trick|トリック
Tricky|トリッキー
Triclopyr|トリクロピル
Tricot|トリコット
Tricouni|トリコニー
Tridecyl|トリデシル
Trident|トライデント
Triene|トリエン
Triennale|トリエンナーレ
Trier|トリアー
Trieste|トリエステ
Triethyl|トリエチル
Triethylenethiophosphoramide|トリエチレンチオホスホルアミド
Triethylphosphine|トリエチルホスフィン
Triffin|トリフィン
Trifluoperazine|トリフルオペラジン
Trigger|トリガー
Trigonia|トリゴニア
Trigram|トライグラム
Trihalomethane|トリハロメタン
Trihexyphenidyl|トリヘキシフェニジル
Triiodothyronine|トリヨードサイロニン
Trike|トライク
Trilemma|トリレンマ
Trill|トリル
Triller|トリラー
Trilling|トリリング
Trim|トリム
Trimble|トリンブル
Trimebutine|トリメブチン
Trimethaphan|トリメタファン
Trimethoprim|トリメトプリム
Trimethylamine|トリメチルアミン
Trimethylammonium|トリメチルアンモニウム
Trimethylolethane|トリメチロールエタン
Trimethylolpropane|トリメチロールプロパン
Trimipramine|トリミプラミン
Trimmer|トリマ
Trimmer|トリマー
Trimming|トリミング
Trincomalee|トリンコマリー
Trinidad|トリニダー
Trinita|トリニタ
Trinitrobenzene|トリニトロベンゼン
Trinitron|トリニトロン
Trinitrophenol|トリニトロフェノール
Trinitrotoluene|トリニトロトルエン
Trinity|トリニティ
Trinity|トリニティー
Trio|トリオ
Triol|トリオール
Trione|トリオン
Triose|トリオース
Trioxane|トリオキサン
Trip|トリップ
Triple|トリプル
Triplet|トリプレット
Tripod|トリポッド
Tripoli|トリポリ
Tripper|トリッパー
Tripper|トリッペル
Tripping|トリッピング
Triprolidine|トリプロリジン
Triptan|トリプタン
Triptych|トリプティク
Trish|トリッシュ
Trishul|トリシュール
Trismegistos|トリスメギストス
Trisomy|トリソミー
Tristan|トリスタン
Tristram|トリストラム
Tritium|トリチウム
Tritoma|トリトマ
Triton|トゥリトン
Triton|トライトン
Triton|トリトン
Triumph|トライアンフ
Trivia|トリビア
Trivial|トリビアル
Trivulziano|トリブルツィオ
Trobriand|トロブリアンド
Troche|トローチ
Trochoid|トロコイド
Trochophora|トロコフォア
Troeltsch|トレルチ
Troika|トロイカ
Trois|トロワ
Troll|トロール
Troll|トロル
Trolley|トロリ
Trolley|トロリー
Trolleybus|トロリーバス
Trolling|トローリング
Trollope|トロロープ
Trombone|トロンボーン
Trommel|トロンメル
Troostite|トルースタイト
Tropacocaine|トロパコカイン
Trophy|トロフィ
Trophy|トロフィー
Tropic|トロピック
Tropical|トロピカル
Tropicalis|トロピカリス
Tropicana|トロピカーナ
Tropisetron|トロピセトロン
Tropism|トロピスム
Tropomyosin|トロポミオシン
Troponin|トロポニン
Troppo|トロッポ
Trot|トロット
Trotskii|トロッキー
Trotskii|トロツキー
Trotskyism|トロツキズム
Trotskyist|トロッキスト
Trotskyist|トロツキスト
Trotter|トロッター
Troubadour|トゥルバドゥール
Troubadour|トルバドゥール
Trouble|トラブル
Trough|トラフ
Trousers|トラウザーズ
Trouvere|トルベール
Troy|トロイ
Troy|トロイア
Troy|トロイエー
Troy|トロイヤ
Troy|トロヤ
Troyes|トロア
Troyes|トロワ
Tru|トゥルー
Trubetzkoys|トゥルベツコイ
Trubetzkoys|トルベツコイ
Truck|トラック
Truck|トロッコ
Trucking|トラッキン
Trucking|トラッキング
True|トゥルー
Truffaut|トリュフォー
Truffe|トリフ
Truffe|トリュフ
Trulli|トゥルッリ
Truman|トルーマン
Trumbo|トランボ
Trump|トランプ
Trumpet|トランペット
Trunk|トランク
Trunks|トランクス
Truss|トラス
Trussardi|トラサルディ
Trust|トラスト
Truth|トゥルース
Try|トゥリ
Try|トライ
Tryon|トライオン
Trypanosoma|トリパノソーマ
Trypsin|トリプシン
Tryptamine|トリプタミン
Tryptophan|トリプトファン
Tryptophyl|トリプトフィル
Tsampa|ツァンパ
Tsangpo|ツァンポ
Tsangpo|ツアンポー
Tsar|ツァー
Tsar|ツァーリ
Tsar|ツァール
Tsavo|ツァボ
Tschumi|チュミ
Tsentrosoyuz|ツェントロソユーズ
Tsessarevitch|ツェザレウィッチ
Tsetse|ツェツェ
Tshering|ツェリン
Tsvetan|ツベタン
Tub|タブ
Tuba|チューバ
Tuban|トゥバン
Tube|チューブ
Tuberkulin|ツベルクリン
Tuberose|チューベローズ
Tubing|チュービング
Tubingen|チュービンゲン
Tubocurarine|ツボクラリン
Tubulin|チューブリン
Tuck|タック
Tudo|トゥード
Tudor|チュードル
Tuesday|チューズデー
Tuff|タフ
Tufo|トゥーフォ
Tugboat|タグボート
Tula|トゥーラ
Tulip|チューリップ
Tullamore|タラモア
Tulle|チュール
Tullgren|ツルグレン
Tullimonstrum|タリモンストラム
Tulobuterol|ツロブテロール
Tulum|トゥルム
Tum|ツーム
Tumbler|タンブラー
Tumbling|タンブリング
Tuna|ツナ
Tunacao|ツニャカオ
Tundra|ツンドラ
Tune|チューン
Tune|チューンズ
Tuner|チューナ
Tuner|チューナー
Tungsten|タングステン
Tungus|ツングース
Tungus|トゥングース
Tunic|チュニック
Tunica|チュニカ
Tuning|チューニング
Tunis|チュニス
Tunisia|チュニジア
Tunnel|トンネル
Tunneling|トンネリング
Tuonela|トゥオネラ
Tupai|ツパイ
Tuple|タプル
Tupolev|ツポレフ
Tupperware|タッパ
Tupperware|タッパー
Tupperware|タッパーウェア
Turandot|トゥーランドット
